imdb_id,wiki_link,plot
tt5021968,https://en.wikipedia.org/wiki/Chinar_Daastaan-E-Ishq,NA
tt2346744,https://en.wikipedia.org/wiki/Cigarette_Ki_Tarah,"Plot

This article needs an improved plot summary. (September 2024) (Learn how and when to remove this message)

A guy falls in love with a young, beautiful girl. This blind love leads him into deep trouble and further separates him from other people, like one man versus the entire world. In these dark situations, where one surely gives up on everything, he doesn't. He keeps on believing and trusting in his blind love, which eventually shows him all the ways to get out of trouble."
tt2302416,https://en.wikipedia.org/wiki/Gali_Guleiyan,"Plot

In the labyrinthine lanes of Old Delhi resides Khuddoos (Manoj Bajpayee), a reclusive middle-aged man who spies on his neighbours through hidden cameras. His only companion is Ganeshi (Ranvir Shorey), a friend who checks in on him and manages his daily needs. Khuddoos, a mechanic by profession, immerses himself in the routine of his solitary existence until one day when he is visited by his estranged brother, Shaukat. Shaukat requests an old necklace of their mother for his daughter's wedding.

That night, while finding the necklace, Khuddoos overhears someone in a nearby house engaged in domestic violence. Shocked, Khuddoos tries to use his cameras to find the house but fails. The house belongs to Liakat (Neeraj Kabi) and his wife Saira (Shahana Goswami). Liakat works as a butcher and regularly beats his son, Idris (Om Singh). Idris is a curious boy who runs around exploring the neighbourhood and peeping into other's homes and loves his mother more that anything else.

Khuddoos explains the situation to Ganeshi, who advises him to stop meddling in others' business and to focus on his job. Shaukat returns and expresses disgust with Khuddoos' solitary and unhygienic lifestyle. Gradually, Khuddoos becomes fixated on finding Idris but is unable to do so consistently. This affects his sleep and health, eventually causing him to default on his shop's rent, leading to its closure. Meanwhile, Liakat becomes more lenient with Idris, refraining from punishing him and showing a sudden change in attitude, even though Idris remains uncomfortable due to his father's true nature.

One day, Idris catches his father involved in an affair with another woman, he plans to run away with his mother and baby brother. Idris accuses his father of the baby's death and is severely beaten by him. Subsequently, Idris goes to the railway station, attempting to run away, but is found by Liakat and beaten again.Meanwhile, Khuddoos, still unable to find Idris, scours the streets in an attempt to identify his house, but his efforts are futile. He eventually ends up drunk and arrested after neighbors complain, feeling unsafe around him. However, he is bailed out by Ganeshi, who advises him to stop fixating on finding Idris' house and to move on with his life.

That night, Idris suffocates Liakat to death. A shocked Khuddoos, hearing the struggle, breaks the wall to reach Idris' house, only to discover water pipes on the other side. As he dusts off an old photo, it reveals Idris, Liakat, Saira, and the baby. The revelation unfolds that Idris was Khuddoos' younger self, and the traumatic incident led to his estrangement from the family. After many days, when Ganeshi and the neighbors enter the house, they find Khuddoos missing, and Ganeshi learns the truth upon seeing the photo."
tt4651394,https://en.wikipedia.org/wiki/Wedding_Pullav,"Plot

Wedding Pullav shows the story of two best friends, Aditya, a.k.a. Adi, and Anushka, who are in love but unaware of it. When Anushka is invited to attend Adi's wedding, this love confusion further increases. On one hand, Adi is jealous of Anushka's boyfriend, while on the other, Anushka does not like Adi's marriage to another girl whom she initially praises. The story then moves to a stage where they know their feelings but are not sure what to do next."
tt4384270,https://en.wikipedia.org/wiki/Take_It_Easy_(2015_film),NA
tt5717110,https://en.wikipedia.org/wiki/Tum_Bin_2,"Plot

The film centers around the life of Taran (Neha Sharma), who loses her fiancé Amar (Aashim Gulati) in a skiing accident. Her life changes when she meets Shekhar Malhotra (Aditya Seal), whom she initially sees as a good friend but soon develops feelings for. Eventually, she shares a kiss with Shekhar, marking the start of her process of moving on with her life.

The plot takes a sudden twist when it is revealed that Amar has survived the accident and has been in a coma as an unidentified patient for the last eight months. He returns home after regaining consciousness. On learning of Amar's return, Shekhar decides to distance himself from Taran and her family. Eventually, Taran realizes that she continues to have feelings for Shekhar and tells Amar about what happened when he was away. Together they decide to break up and stay close friends. Taran goes back to dating Shekhar. What Amar does not tell Taran is that he is only pretending to be okay with the breakup. In reality, he is miserable without her. In the meantime, Shekhar starts to notice that though Taran is dating him, she too misses Amar. When he speaks to Taran about this, she confesses to having chosen him over Amar because ""it was the right thing to do,"" especially after all Shekhar had done for her in Amar's absence. Once, when Taran runs off to help Amar, Shekhar gets very upset and refuses to speak to Taran for a number of days. Eventually, he calls Taran to inform her that he's leaving the country.

The plot takes another twist when, trying to find Shekhar, Taran, accompanied by Amar, and his father (Kanwaljit Singh) discover that Shekhar was responsible for Amar's accident. In a further twist, Amar's father confesses that he knew this all along. He also tells of Shekhar coming to him seeking forgiveness for the accident. And how he not only forgave Shekhar but also started seeing him as a son. He also confesses to having intentionally introduced Shekhar to Taran and her family in the hope of helping Taran overcome her grief.

On learning all of this, Taran, along with Amar and his father, hurry to the airport, where they spot Shekhar about to board a plane. Eventually, Shekhar prevails over Taran, explaining that dating him because ""it was the right thing to do"" is not enough and she should be with the one she loves the most. He eventually hugs both Taran and Amar and departs tearfully. Taran hugs Amar but looks tearfully at Shekhar departing."
tt5997928,https://en.wikipedia.org/wiki/Mukti_Bhawan,"Plot

Mukti Bhawan follows the story of a reluctant son who must take his father to the holy city of Varanasi, where his father believes he will breathe his last and attain salvation. When a 77-year-old man, Daya, wakes up from a strange nightmare, he knows his time is up and he must get to Varanasi immediately in the hope of dying there to attain salvation. His dutiful son, Rajiv, is left with no choice but to drop everything and make the journey with his stubborn father, leaving behind his wife and daughter. The two of them check into Mukti Bhawan, a hotel devoted to people hoping to spend their last days there. Rajiv finds himself having to take care of his father for the first time in his life. While Rajiv struggles to juggle his responsibilities back home, Daya starts to bloom as he finds a sense of community in the hotel, and a companion in the 75-year old Vimla. As the days go by and Daya shows no sign of dying, Rajiv is faced with the dilemma of whether to remain there with his father or fulfill his duty back home."
tt5460276,https://en.wikipedia.org/wiki/Kaabil,"Plot

Rohan Bhatnagar is a kind young man who has been blind since birth and works as an animation voice actor for a living. Through his friends, he meets Supriya, a working woman who is also blind, but proudly independent. The two fall in love and get married. One night, on their way back home after dining out, they are interrupted by Amit Shellar, a local goon and younger brother of Madhavrao Shellar, a well-known politician. He and his friend, Wasim, drunkenly misbehave with the couple, enraging Rohan. The next morning while Rohan is at work, Amit and Wasim sneak into the house and assault Supriya. A horrified Rohan immediately calls the police; officer Chaubey advises him to get his wife medically examined in 24 hours to prove the assault. While Rohan and Supriya are on their way to the clinic, they are kidnapped by Shellar's men and held captive for 36 hours.

After being set free, Rohan and Supriya are criticized by police for the delay in getting Supriya clinically examined, and are accused of being liars. Heartbroken, they return home. Supriya attempts to live normally but Rohan becomes silent and introspective, which hurts her. One morning, Rohan returns early from work to apologize to Supriya for not being as supportive as he should have, only to find her corpse, hanging from the ceiling fan. Madhavrao visits Rohan and reveals that his brother Amit assaulted Supriya not once but twice. Rohan finds Supriya's suicide note, which ascertains that Amit had assaulted her a second time; this second assault led to her suicide. Shattered, Rohan implies to officer Chaubey that he will avenge his wife's death, mocking Chaubey that he will know who did it but will be able to do nothing about it, just like he did nothing about Supriya's case.

Rohan uses his voice-modulating skills to lure the culprits to places that Rohan knows well. First, he tricks Wasim and hangs him, leaving Amit's handkerchief behind to frame Amit. He then lures Amit to the warehouse where he and Supriya were held captive for 36 hours. He finds Amit by scent, tying him down to be burned alive in an explosion. Chaubey suspects Rohan of Amit and Wasim's murders and puts him under house arrest. Rohan gets past the police with the help of his friend and calls Madhavrao to a building under construction that was to be Rohan and Supriya's new home. There, Rohan kills him and makes it look like a suicide. Rohan later relates the story to Chaubey: he made it look as if Amit killed Wasim, then Madhavrao committed suicide due to the pain of Amit's death. With no evidence against Rohan, a blind man, Chaubey stands helpless. After this, Rohan scatters Supriya's ashes in the sea."
tt4642936,https://en.wikipedia.org/wiki/Waarrior_Savitri,"Plot

This article needs a plot summary. Please add one in your own words. (November 2018) (Learn how and when to remove this message)"
tt6752836,https://en.wikipedia.org/wiki/Ek_Thi_Rani_Aisi_Bhi,"Plot

Ek Thi Rani Aisi Bhi is a story of conflict between righteousness and autocracy, between modesty and pride, between idealism and opportunism. It is the saga of the king who loved his people and died of a broken heart when separated from them. It is the legend of the queen who never compromised with her faith and became the mother of millions of propagating love. The merger of the princely states with the Indian Union after Independence had left several kings and queens disheartened. Especially when those monarchs considered their subjects as their own children and whose objective was to improve the lot of the people. It was a difficult situation to cope with.

Maharaja Jivajirao Scindia of Gwalior was one of those unfortunate monarchs. He died prematurely, leaving his wife, Vijaya Raje Scindia, at the mercy of a political party. She struggled hard but, in the process, lost her son in the war of ideology. She was never reconciled to the fact that her son would join hands with those who brought hardship to the people. It was the beginning of the end of a relationship between a mother and her son. It was a difficult situation for the mother. But she had never bowed down to those forces and went her own way. It was a road that finally led to the triumph of truth, faith, and human values."
tt3814100,https://en.wikipedia.org/wiki/Mad_About_Dance,NA
tt3495030,https://en.wikipedia.org/wiki/Dum_Laga_Ke_Haisha,"Plot

This article's plot summary may be too long or excessively detailed. Please help improve it by removing unnecessary details and making it more concise. (February 2022) (Learn how and when to remove this message)

In 1995, Prem Prakash Tiwari is a young owner of a video cassette shop in the local market of Haridwar, who subscribes to a nationalist organisation. One of the key values of the organisation is abstinence, although senior members are married and there are no restrictions on the marriage of junior members. However, it is expected that their members should not indulge in their married life at the expense of service to the nation. His father is keen on getting him married to an educated overweight girl Sandhya. In spite of not liking her, the school drop out Prem agrees to marry her. In addition, as Sandhya is trying to be a school teacher, his family asks him to think of this alliance for financial help too. Eventually, in an elaborate community-wedding ceremony, Prem and Sandhya get married.

Prem visibly shows his disinterest in the marriage and does not consummate the marriage on the wedding night. At home, Sandhya tries to get Prem attracted to her. But he is too embarrassed to even walk with her on the street. Prem and Sandhya's relationship remains strained although they share a kiss and have sex on their second night together. The branch manager advises him that since he could not uphold his oath of abstinence he should rather focus on his married life. Over time, Sandhya's frustration shows; when Prem's aunt brings up a petty topic, the two have a heated exchange of words and she tells them how he does not treat her well.

Amidst all this a close friend of Prem, Nirmal gets married. Prem and Sandhya go for the ceremony where due to his excessive drinking and jealousy over Nirmal's pretty wife, he tells everyone that sleeping with Sandhya feels like hell. Sandhya hears this and slaps him in front of his friends and he slaps her back. The following morning, Sandhya reflects on what she's been through, feels she has had enough and decides to leave Prem. Meanwhile, Prem decides to channel his energy into studying and to take his English paper again; he enrolls for the examination. His friends give up on him; after a verbal squabble, they throw him out of the group. He studies sincerely for the exam, but at the time of his exam, he is overwhelmed by the emotional turmoil and is not able to write a word. Ultimately he plainly writes an emotional message to the person checking his paper that if at all he feels any pity for his state he should not award him with a zero or else his family would be reduced to zero (indicating his suicide attempt).

Soon, Nirmal's father opens a shop selling music CDs in the same market, clearly affecting Prem's family business. Prem's family talks to Nirmal's family and the discussion ends with Nirmal challenging him to participate and win the ""Dum Lagao"" contest, which entails him carrying his wife on his shoulders and running an obstacle course. Meanwhile, Sandhya and Prem reach the court to file for divorce. Prem's father pleads the judge that divorce should not happen on petty issues and his family is more than happy to take her home, Sandhya's parents too feel the same and support him. The court decides that the two must spend six months with each other and try to salvage their marriage. Both decide to live together just as a formality, but they soon begin to get on, as they both start understanding each other. Meanwhile, Sandhya is coerced into the contest. They start getting close with each passing day, but according to Prem, they lack co-ordination and are a total mismatch.

One day as Prem returns home, he is disgusted to see that his family members are pretending Sandhya's terrible culinary skills. He finally snaps and expresses his anguish over this pretense, and attempts suicide. A police constable arrives at their home, owing to a complaint regarding the emotional letter (attempt to suicide) he had written in his English exam. Sandhya is moved by this, and they have a deep conversation with each other. Sandhya gets a teaching job in Meerut, which she gladly accepts since she feels that there is no one who cares about her anymore. When she tells Prem about it, he cannot come to terms with losing her and realises that he is in love with her.

On the day of competition, Prem's aunt successfully convinces him to participate in the competition and the couple takes a last chance to save their marriage. Surprisingly, Prem shoulders the weight of his wife and surges past all other contestants. In the last lap, Sandhya confesses to Prem that she does not want to go to Meerut and wants Prem to let her stay. Prem knows winning this competition is the only way to do this and pushes himself further to eventually win the race.

Prem does not let Sandhya get off his back even after the race is over. He takes her back all the way to his house where they seal their love with a kiss."
tt1980970,https://en.wikipedia.org/wiki/Dear_Friend_Hitler,"Plot

The film is set during World War II and centres upon the letters written by Gandhi to Adolf Hitler, and around the relationship of Hitler with his long-term lover Eva Braun, whom he married in his final days in the Berlin bunker in which they died. The film depicts the difference between the ideologies of Gandhi and Hitler and claims the superiority of Gandhism over Nazism.

Another plot within the film concerns a young Indian couple who, while both dedicated to gaining independence for India, turn to greatly different paths to achieve that goal. The wife chooses to follow Gandhi, while the husband ultimately joins the Indian Legion, leading to dramatically divergent outcomes. Even though the wife's ultimate fate is not clear, the scenes towards the end show that the husband fails to return to India alive after trying to flee the collapsing Third Reich. The film concludes with the Indian flag flying high and a note stating, ""15 August 1947: India wins freedom"", demonstrating the superiority of civil disobedience and nonviolence over militancy and terrorism."
tt2104937,https://en.wikipedia.org/wiki/Miley_naa_Miley_hum_(2011_film),"Plot

Chirag comes from a wealthy background and assists his father, Siddharth Mehra, in managing and maintaining their land. Chirag's parents have been divorced due to incompatibility arising mainly due to his businesswoman mother, Shalini's hatred of tennis, a sport that Chirag wants to play professionally.

Shalini and Siddharth would like to see Chirag married, and accordingly, Shalini picks London-based Kamiah, while Siddharth picks Bathinda-based Manjeet Ahluwalia. Chirag, who sneaks off to practice tennis at night, is asked to make a choice but informs them that he is in love with a model named Anishka. The displeased couple decides to confront and put pressure on a struggling and unknowing klutz-like Anishka to leave their son alone, but they fail.

In the end, Chirag's parents realize their mistake and together attend Chirag's tennis match and give blessings to Chirag and Anishka."
tt3309844,https://en.wikipedia.org/wiki/Titoo_MBA,NA
tt1706317,https://en.wikipedia.org/wiki/Tezz,"Plot

Aakash Rana is an illegal immigrant married to British-Indian citizen Nikita, who lives as a successful engineer. He is eventually caught and deported from the UK, thus crushing his dreams of an ideal life.

Four years later, Aakash returns with a vengeance on his mind and teams up with his former employees Aadil Khan and Megha to wreak some havoc. What follows is a bomb threat on a train and a tense railway control officer, Sanjay Raina, and anti-terrorism officer, Arjun Khanna, trying every trick in the book to avert the disaster and to apprehend the culprits. Sanjay Raina tries his best to save his daughter Piya, and the passengers in the train who are thrown in the mix are police officer Shivan Menon and his team of police force, who are escorting a prisoner on the same ill-fated train. Aakash demands 10 million euros to tell them how to disarm the bomb. The ministry does not want to give the money, but Khanna convinces them that the money will be given back and is a way to lure the terrorists.

After following Aakash's instructions and dropping the money in a river, he walks away. Megha gets the money and tries to get away. She evades the cops after a vicious chase, but unfortunately, she is killed by a van in an intersection. Khanna finds out that Khan is one of the bombers and chases him. Khan is shot in the leg, but he gets away after jumping from the bridge and landing on a jet ski driven by Aakash. Aakash once again demands money and asks it to be left in a dustbin. The dustbin falls inward, and Aakash runs away with the money even though the police attempt to pursue him.

Khanna and his team find out where Aadil is and go to arrest him. Aadil commits suicide with a bomb, almost killing Khanna. Aakash calls Raina and tells him that a note has been left at a restaurant called Delhi Darbar that tells how to defuse the bomb. However, the restaurant catches on fire, and the letter is burnt. Aakash visits Nikita and his son, and they arrange to fly out of the UK that night. Khanna visits Nikita and tells her who her husband is. After changing the plan (that they should leave the UK via train because the police have found out about his plan of leaving via plane), he goes to the train station. There he sees a video of Raina asking the bomber to call again as the letter was burnt.

Aakash calls Raina and tells him that the bomb was not connected to the wheels and the train will not explode if stopped. Raina stops the train and everyone disembarks safely. Nikita, who is helping Khanna now, goes to the train station and sees Aakash and the news that the bomb threat was a hoax. Khanna pursues her and demands she tell him where Aakash is so that he can catch him. Nikita convinces Khanna that it was not Aakash that she saw. Khanna refuses to believe her lies and convinces her that Aakash is a bomber and this is the only time she can save the passengers. She tells him that he is lying to her again because the bomb in the train was a rumor and everyone is safe. Khanna tells her that she is actually helping a criminal, but she doesn't believe him because so many people's lives have been ruined by that law. She lets Aakash go, but Khanna finds out as Aakash's son calls him Daddy. Nikita tries to convince Khanna that it's not Aakash, but Khanna, knowing that she is lying, refuses to listen to her and chases him, and they fight. Aakash tells Khanna to let him go and explains why he took such drastic actions. Realizing that Aakash was a victim of deportation and wants to just be with his family again at peace, Khanna stays silent (hinting he will let him leave scot-free). However, the police arrive; after seeing that Aakash had a gun, they shoot him.

In the end, Nikita receives a letter Aakash had written. It stated that the money (which Aakash asked for to defuse the bomb) was in Aakash's bank locker. He also states that she should give half the money to Megha's brother and Adil's mother. He asks her to tell his son that what he did was to get justice. Finally, Aakash tells Nikita that if they ever meet in the next life, the end of their love story will be much better and bids her goodbye."
tt5933706,https://en.wikipedia.org/wiki/Saansein,"Plot

Two men find something wrapped in a pond. One man begins unwrapping the package while the other goes to get a drink for the two. As soon as the man opens the wrapped package, smoke comes out of the mirror inside it and suffocates the man, traumatizing his friend.

Two years later, Shirin Grover (Sonarika Bhadoria) is the mysterious singer at Azalle, one of the best clubs in Mauritius, owned by her roommate Tanya (Neetha Shetty). She always leaves the club before midnight and does not let anyone come near her. One night, Ronnie (Aman Prajapat) lusts for Shirin, and he and his friends chase after her while she leaves in a taxi. They stop her taxi, but strange occurrences disturb the group, and Ronnie’s friends along with the taxi driver run away. As soon as he touches Shirin, a mysterious force attacks Ronnie, and he is killed.

An Indian detective catches the case of Ronny’s murder and he immediately suspects Shirin. Tanya encourages a depressed Shirin to fight for the sake of her little sister Aditi. The detective interrogates Shirin and Tanya.

While praying at a template, Shirin catches the eye of a businessman named Abhay (Rajneesh Duggal). He goes to Azalle to watch her sing and continues to follow her around. She always performs and tries to go home before midnight. He picks up a scarf that she leaves at a shop.

That night, a mysterious force attacked Abhay using the scarf. Abhay approaches Tanya to help find out more about Shirin allusiveness. He goes to Tanya and Shirin’s house and watches Shirin get attacked by a mysterious force at midnight. He tells Shirin and Tanya that he is willing to fight for his love.

Abhay seeks the help of C.K. Bir (Hiten Tejwani), a medium. They discover that the spirit is from a previous life that is haunting Shirin. Her name was Simran, and she was about to marry her childhood friend Vivek. A man named Shubrat (Aamir Dalvi) came into their home during the pre-wedding celebrations. He became obsessed with Simran, who only had eyes for Vivek. Shubrat seduced Simran’s younger sister Reva and manipulated her into drugging and seducing Vivek. When Simran found out, she broke up with Vivek. Shubrat stepped in to marry Simran. On their wedding night, Simran overheard Shubrat and Reva fighting. She confronted Shubrat, and in a scuffle, Shubrat hit his head on a mirror and died exactly at midnight. Soon after, one by one, all of Simran’s family started to die.

C.K. Bir tells Shirin, Tanya, and Abhay that Shubrat’s spirit is trapped in the mirror that killed him. They think Aditi is going to be his next victim, with Abhay going to save her just in time.

They find a mystical talisman that they will need for the exorcism and go to the house where Simran lived with her family since the exorcism must happen in the same place Shubrat died. There, Abhay runs into the man guarding the mirror, believing his friend is trapped inside.

They bring the mirror to the room where Shubrat died. During the exorcism, the spirit possesses Tanya and attacks Simran. The exorcism is successful, but they are unable to save Tanya’s life."
tt7695014,https://en.wikipedia.org/wiki/Saheb_Biwi_Aur_Gangster_3,NA
tt2929690,https://en.wikipedia.org/wiki/Margarita_with_a_Straw,"Plot

Laila Kapoor is a teenager with cerebral palsy studying at Delhi University. She is an aspiring writer and also composes music for an indie band at the university. Laila develops feelings for the lead singer, but is heartbroken when she is rejected. Moving on from the experience, Laila is overjoyed to receive a scholarship for a semester's study at New York University. Despite her father's reservations, she moves to Greenwich Village, Manhattan with her orthodox Maharashtrian mother, Shubhangini Damle.

Laila meets an attractive young man named Jared, who is assigned to help her in the creative writing class. She also meets a young activist, Khanum, a blind girl of Pakistani-Bangladeshi descent, with whom she falls in love. Laila is enamoured by Khanum's fiercely independent personality and her positive perspective towards her own disability. The two spend most of their time together, filling in as each other's caregivers. Laila becomes confused about her sexual orientation, as she is attracted to men (Jared in particular) while being in a serious relationship with Khanum. She has sex with Jared, only to regret it immediately. Laila does not tell Khanum about this encounter. Oblivious to her daughter's relationship with Khanum, Laila's mother invites Khanum to Delhi to spend the summer vacation with Laila's family.

Laila ultimately finds the courage to come out to her mother about bisexuality and her relationship with Khanum, both of which her mother strongly disapproves. Laila also confesses to Khanum that she had sex with Jared and asks for her forgiveness. Feeling betrayed by Laila, Khanum breaks up with her and leaves for New York. Shubhangini is diagnosed with advanced colon cancer which has relapsed after previous treatments. Laila and her mother move past their differences while Laila tends to her at the hospital. The two eventually reconcile shortly before Shubhangini's death. Laila plays a song (recorded by Shubhangini) at Shubhangini's funeral telling how much she loved her and how she was the only one who ever understood her. Laila is later seen drinking a margarita with a straw while on a ""date"" with herself."
tt2609218,https://en.wikipedia.org/wiki/Ragini_MMS_2,"Plot

The film begins where the previous film ended. Ragini, since the incident in the first film, has been at Thane Mental Asylum, and even there she has been haunted by the ghost of the previous film. Meanwhile, Ragini's MMS tape has gone viral - along with rumours of the house's haunted nature, where the MMS was filmed. This catches the attention of a sleazy director, Rocks (Parvin Dabas) who decides to make a movie about the haunting. He signs an ex-porn star, Sunny Leone (Sunny Leone) as the lead actress and decides to shoot the movie in the same house where the MMS was recorded.

Sunny, who takes an instant liking to the script, seeks permission to meet the real Ragini (Kainaz Motivala), to get a better in-depth understanding of the character she wants to portray. But the meeting goes horribly wrong when Ragini stabs herself brutally in the neck.

Later, the cast and crew arrive at the haunted house to shoot and strange things begin to happen, especially to Sunny. Elsewhere, Dr. Meera Dutta (Divya Dutta), a psychiatrist who specialises in cases for which science has no answers, takes up Ragini's case. After going through old newspaper clippings and video tapes of Ragini, she finds the truth regarding the haunting.

She finds out that the ghost haunting the house was a married woman with two daughters and a son. She loved her son more than her daughters since she had conceived him after much difficulty and prayer. One day, the boy and his two sisters were playing hide and seek when the boy slipped into a well and drowned. This drove his mother insane and caused her to embark on a desperate quest to resurrect him from the dead. A Baba who claimed to perform black magic arrived and convinced her the only way to bring her son back was to sacrifice both of her daughters. The insane mother agreed and the Baba chopped off the daughters' heads. He put the sword in her hands, told her to close her eyes, and chant. While she did that he stole all of her money and ran away. When the villagers finally arrived, they assumed that the mother was practising witchcraft and punished her by hanging her from a tree, stoning her, and burning her alive. The woman survived, finally dropped from the tree, and after cursing them all, killed herself by stabbing herself in the neck with the rattle-toy her son used to play with.

Dr. Dutta then rushes to the shooting location to inform the cast and crew to abandon their shooting and leave the house immediately. But it is too late as the ghost has already possessed Sunny and started killing the film's cast and crew by either luring them into having sex or by catching them off guard. Only the scriptwriter Satya (Saahil Prem) and actress Monali (Sandhya Mridul) are left alive.

As Dr. Dutta, Monali and Satya attempt to drive the ghost out of Sunny, Monali gets killed. Afterwards, when Satya accidentally steps on the rattle toy with which the woman committed suicide prior to becoming a ghost, it causes Sunny temporary pain, and thereby forces the ghost to temporarily leave Sunny. Dr. Dutta realises the toy's importance and urges Satya to destroy it. Eventually the ghost is destroyed along with the rattle. Sunny, Satya and Dr. Dutta leave the house, having exorcised the ghost and solving the mystery behind the haunting. At the end of the movie a rocking chair is shown rocking back and forth and a child's voice is heard, implying that there is still a ghost in the house."
tt5943306,https://en.wikipedia.org/wiki/Freaky_Ali,"Plot

Ali, an orphaned poor Muslim man, gets fired from a clothing store after he insults a kid who turns out to be the owner's son. He worries that he won't be able to earn money anymore to take care of his Hindu mother, Sulbha but his friend Maqsood motivates him. They approach a rich and royal woman, Padmavati, for money, but manage to do it only after a fight with her. Maqsood, it is shown, works for a gangster, Danger Bhai.

Ali is all set to be married but the alliance is broken when the clothing store owner recognizes him and turns out to be a close relative of the bride's family. Dejected, Ali visits a golf course to get some money from a businessman named Singhania. Unaware of what he is up to, Ali pokes fun at Singhania, who challenges him to hit an ace. Ali accepts his challenge and wins it, returning home after collecting the money. Ali's uncle, Kishan Lal, who is a caddy driver for Singhania, tells Ali that if he plays golf he can get rich and become a champion. Motivated by this, he begins training under Kishan's tutelage.

Ali contests a golf tournament, and in the process, falls for royal champion Vikram Rathore's manager Megha, who praises his performance, while Vikram chides him. Ali pays the entry fee and qualifies for the top 60 players. Vikram soon fires Megha and shows his arrogance to Ali, but he retaliates, telling him that golf could be a game for the poor too. He begins winning a number of matches and earns enough money to take care of Sulbha; Megha grows close to him and Sulbha in the process.

Danger Bhai, upon the behest of his elder brother, Bade Bhai, tricks and blackmails Maqsood to hijack Ali's success, and a misled Maqsood cunningly substitutes himself for Kishan, misguiding Ali into losing matches. When Megha finds this out, Maqsood's cover is blown and Ali walks away in anger after slapping him. He tries to explain why he was doing this, but Sulbha lectures Maqsood on the importance of honesty. Maqsood regrets and decides to help Ali. Vikram injures Ali's hand on the pretext of congratulating him for getting to the finals; everyone feels worried and starts praying. Ali comes back to the final event with an injured hand which is recovering currently. Bade Bhai joins Danger Bhai, who in turn joins Vikram.

Maqsood tells Vikram that he may have broken Ali's hand, but he can't break his courage, and Maqsood becomes the new caddy. Ali gets inspired by his mother, who hits back at Danger Bhai and Bade Bhai for trying to insult her son. Ali then during the match gains his confidence back, removes plaster-bandage and plays perfectly. When Maqsood asks Ali what he's going to do, Ali tells him that he's going to ""hit a six like in cricket"". Ali executes a great shot flying above the tree and into the hole and Ali wins. Vikram accepts his defeat and lets him go. Bade Bhai praises Ali and declares that he will end all his illegal businesses, and Ali celebrates his victory with his friends and Megha."
